NOME DO MUNICÍPIO, POPULAÇÃO ESTIMADA
Ernestina,3.097
Herval,6.307
Erval Grande,5.029
Erval Seco,6.902
Esmeralda,3.264
Esperança do Sul,3.294
Espumoso,15.478
Estação,5.688
Estância Velha,49.440
Esteio,78.181
Estrela,33.243
Estrela Velha,3.120
Eugênio de Castro,2.685
Fagundes Varela,2.620
Farroupilha,72.477
Faxinal do Soturno,6.846
Faxinalzinho,2.572
Fazenda Vilanova,4.399
Feliz,13.979
Flores da Cunha,31.973
Floriano Peixoto,1.694
Fontoura Xavier,9.721
Formigueiro,6.533
Forquetinha,2.441
Fortaleza dos Valos,4.569
Frederico Westphalen,33.684
Garibaldi,35.522
Garruchos,2.729
Gaurama,5.780
General Câmara,7.751
Gentil,1.783
Getúlio Vargas,16.950
Giruá,16.282
Glorinha,7.842
Gramado,41.621
Gramado dos Loureiros,2.049
Gramado Xavier,3.356
Gravataí,275.294
Guabiju,1.442
Guaíba,95.956
Guaporé,26.138
Guarani das Missões,7.553
Harmonia,5.524
Herveiras,2.608
Horizontina,19.246
Hulha Negra,6.102
Humaitá,4.774
Ibarama,3.793
Ibiaçá,4.618
Ibiraiaras,6.830
Ibirapuitã,3.793
Ibirubá,22.082
Igrejinha,34.763
Ijuí,87.775
Ilópolis,4.245
Imbé,27.931
Imigrante,3.148
Independência,6.558
Inhacorá,2.049
Ipê,5.496
Ipiranga do Sul,1.750
Iraí,7.624
Itaara,5.706
Itacurubi,3.042
Itapuca,1.967
Itaqui,36.830
Itati,2.695
Itatiba do Sul,3.249
Ivorá,1.964
Ivoti,23.533
Jaboticaba,3.850
Jacuizinho,2.070
Jacutinga,3.401
Jaguarão,27.406
Jaguari,10.779
Jaquirana,3.755
Jari,3.414
Jóia,7.305
Júlio de Castilhos,18.557
Lagoa Bonita do Sul,2.287
Lagoão,5.429
Lagoa dos Três Cantos,1.779
Lagoa Vermelha,28.617
Lajeado,96.651
Lajeado do Bugre,2.660
Lavras do Sul,7.294
Liberato Salzano,4.854
Lindolfo Collor,6.409
Linha Nova,1.720
Machadinho,5.864
Maçambará,4.487
Mampituba,3.201
Manoel Viana,6.917
Maquiné,7.588
Maratá,2.521
Marau,46.656
Marcelino Ramos,4.389
Mariana Pimentel,4.003
Mariano Moro,1.888
Marques de Souza,4.050
Mata,4.786
Mato Castelhano,2.610
Mato Leitão,4.990
Mato Queimado,1.833
Maximiliano de Almeida,4.258
Minas do Leão,7.661
Miraguaí,4.506
Montauri,1.530
Monte Alegre dos Campos,3.250
Monte Belo do Sul,2.609
Montenegro,66.295
Mormaço,2.815
Morrinhos do Sul,3.134
Morro Redondo,6.169
Morro Reuter,6.163
Mostardas,12.346
Muçum,4.694
Muitos Capões,2.938
Muliterno,1.755
Não-Me-Toque,18.314
Nicolau Vergueiro,1.979
Nonoai,14.056
Nova Alvorada,3.229
Nova Araçá,5.086
Nova Bassano,9.877
Nova Boa Vista,2.088
Nova Bréscia,3.105
Nova Candelária,3.134
Nova Esperança do Sul,4.974
Nova Hartz,20.539
Nova Pádua,2.390
Nova Palma,5.683
Nova Petrópolis,23.889
Nova Prata,26.587
Nova Ramada,2.201
Nova Roma do Sul,3.543
Nova Santa Rita,30.121
Novo Cabrais,3.636
Novo Hamburgo,235.879
Novo Machado,3.246
Novo Tiradentes,2.188
Novo Xingu,1.678
Novo Barreiro,4.371
Osório,48.929
Paim Filho,3.691
Palmares do Sul,13.170
Palmeira das Missões,34.233
Palmitinho,8.032
Panambi,45.042
Pantano Grande,10.438
Paraí,7.357
Paraíso do Sul,6.635
Pareci Novo,4.433
Parobé,53.555
Passa Sete,4.036
Passo do Sobrado,6.154
Passo Fundo,214.564
Paulo Bento,2.188
Paverama,8.146
Pedras Altas,2.100
Pedro Osório,7.634
Pejuçara,3.819
Pelotas,336.131
Picada Café,5.470
Pinhal,3.034
Pinhal da Serra,2.299
Pinhal Grande,3.867
Pinheirinho do Vale,4.637
Pinheiro Machado,11.409
Pinto Bandeira,2.784
Pirapó,2.260
Piratini,17.792
Planalto,10.624
Poço das Antas,2.222
Pontão,3.350
Ponte Preta,1.604
Portão,35.237
Porto Alegre,1.389.322
Porto Lucena,4.424
Porto Mauá,2.176
Porto Vera Cruz,1.585
Porto Xavier,10.132
Pouso Novo,1.773
Presidente Lucena,3.159
Progresso,5.430
Protásio Alves,2.069
Putinga,3.814
Quaraí,23.988
Quatro Irmãos,1.579
Quevedos,2.555
Quinze de Novembro,4.000
Redentora,9.934
Relvado,1.828
Restinga Sêca,15.213
Rio dos Índios,2.874
Rio Grande,198.958
Rio Pardo,35.666
Riozinho,4.572
Roca Sales,10.644
Rodeio Bonito,6.821
Rolador,2.332
Rolante,21.733
Ronda Alta,9.972
Rondinha,5.083
Roque Gonzales,6.698
Rosário do Sul,37.700
Sagrada Família,2.529
Saldanha Marinho,2.621
Salto do Jacuí,10.373
Salvador das Missões,2.953
Salvador do Sul,7.182
Sananduva,16.759
Santa Bárbara do Sul,8.275
Santa Cecília do Sul,1.710
Santa Clara do Sul,7.067
Santa Cruz do Sul,138.104
Santa Maria,282.244
Santa Maria do Herval,6.482
Santa Margarida do Sul,2.658
Santana da Boa Vista,7.140
Sant'Ana do Livramento,87.296
Santa Rosa,79.395
Santa Tereza,1.531
Santa Vitória do Palmar,31.961
Santiago,50.331
Santo Ângelo,79.130
Santo Antônio do Palma,2.134
Santo Antônio da Patrulha,44.393
Santo Antônio das Missões,10.493
Santo Antônio do Planalto,2.136
Santo Augusto,14.196
Santo Cristo,15.656
Santo Expedito do Sul,2.395
São Borja,61.323
São Domingos do Sul,2.808
São Francisco de Assis,17.949
São Francisco de Paula,22.373
São Gabriel,60.102
São Jerônimo,21.421
São João da Urtiga,4.549
São João do Polêsine,2.707
São Jorge,2.976
São José das Missões,2.403
São José do Herval,1.934
São José do Hortêncio,4.551
São José do Inhacorá,2.463
São José do Norte,26.245
São José do Ouro,6.978
São José do Sul,2.440
São José dos Ausentes,4.286
São Leopoldo,225.669
São Lourenço do Sul,43.283
São Luiz Gonzaga,35.858
São Marcos,21.537
São Martinho,5.589
São Martinho da Serra,2.911
São Miguel das Missões,7.196
São Nicolau,5.248
São Paulo das Missões,5.948
São Pedro da Serra,3.614
São Pedro das Missões,1.791
São Pedro do Butiá,3.139
São Pedro do Sul,15.870
São Sebastião do Caí,24.883
São Sepé,21.575
São Valentim,3.324
São Valentim do Sul,2.255
São Valério do Sul,2.594
São Vendelino,2.306
São Vicente do Sul,8.259
Sapiranga,77.898
Sapucaia do Sul,136.542
Sarandi,23.356
Seberi,12.313
Sede Nova,2.753
Segredo,6.107
Selbach,5.220
Senador Salgado Filho,2.726
Sentinela do Sul,5.422
Serafina Corrêa,17.379
Sério,2.093
Sertão,5.637
Sertão Santana,5.988
Sete de Setembro,1.884
Severiano de Almeida,3.467
Silveira Martins,2.060
Sinimbu,8.698
Sobradinho,14.512
Soledade,30.936
Tabaí,4.565
Tapejara,25.201
Tapera,10.822
Tapes,14.938
Taquara,54.360
Taquari,25.968
Taquaruçu do Sul,3.190
Tavares,5.319
Tenente Portela,14.811
Terra de Areia,10.569
Teutônia,33.963
Tio Hugo,3.352
Tiradentes do Sul,5.201
Toropi,2.598
Torres,43.268
Tramandaí,56.296
Travesseiro,2.193
Três Arroios,2.638
Três Cachoeiras,11.216
Três Coroas,24.420
Três de Maio,25.452
Três Forquilhas,2.814
Três Palmeiras,4.826
Três Passos,26.284
Trindade do Sul,7.766
Triunfo,28.414
Tucunduva,5.649
Tunas,3.739
Tupanci do Sul,1.398
Tupanciretã,20.345
Tupandi,5.160
Tuparendi,8.536
Turuçu,3.489
Ubiretama,2.028
União da Serra,1.186
Unistalda,2.052
Uruguaiana,120.885
Vacaria,66.110
Vale Verde,3.214
Vale do Sol,10.080
Vale Real,6.213
Vanini,2.047
Venâncio Aires,70.805
Vera Cruz,27.638
Veranópolis,24.540
Vespasiano Corrêa,1.852
Viadutos,4.852
Viamão,232.113
Vicente Dutra,4.747
Victor Graeff,2.832
Vila Flores,3.736
Vila Lângaro,2.122
Vila Maria,4.512
Vila Nova do Sul,3.935
Vista Alegre,2.712
Vista Alegre do Prata,1.624
Vista Gaúcha,2.842
Vitória das Missões,3.318
Westfália,3.219
Xangri-lá,16.907
Água Clara,17.647
Alcinópolis,4.648
Amambai,41.414
Anastácio,24.741
Anaurilândia,7.735
Angélica,11.203
Antônio João,9.641
Aparecida do Taboado,29.446
Aquidauana,48.561
Aral Moreira,11.085
Bandeirantes,8.276
Bataguassu,24.004
Batayporã,10.953
Bela Vista,21.965
Bodoquena,8.849
Bonito,24.761
Brasilândia,11.840
Caarapó,32.406
Camapuã,13.920
Campo Grande,954.537
Caracol,5.115
Cassilândia,21.549
Chapadão do Sul,33.791
Corguinho,4.893
Coronel Sapucaia,14.661
Corumbá,99.107
Costa Rica,28.163
Coxim,33.390
Deodápolis,14.210
Dois Irmãos do Buriti,11.470
Douradina,5.749
Dourados,260.640
Eldorado,11.633
Fátima do Sul,21.388
Figueirão,3.709
Glória de Dourados,10.777
Guia Lopes da Laguna,10.135
Iguatemi,14.017
Inocência,8.712
Itaporã,25.075
Itaquiraí,19.996
Ivinhema,29.613
Japorã,8.409
Jaraguari,7.425
Jardim,24.509
Jateí,3.620
Juti,7.009
Ladário,22.290
Laguna Carapã,7.012
Maracaju,47.558
Miranda,26.487
Mundo Novo,19.937
Naviraí,52.707
Nioaque,13.412
Nova Alvorada do Sul,23.054
Nova Andradina,50.610
Novo Horizonte do Sul,4.811
Paraíso das Águas,5.777
Paranaíba,42.543
Paranhos,13.323
Pedro Gomes,6.974
Ponta Porã,97.577
Porto Murtinho,12.864
Ribas do Rio Pardo,23.996
Rio Brilhante,39.936
Rio Negro,4.933
Rio Verde de Mato Grosso,20.393
Rochedo,5.407
Santa Rita do Pardo,7.174
São Gabriel do Oeste,31.694
Sete Quedas,11.301
Selvíria,8.593
Sidrolândia,49.374
Sonora,14.822
Tacuru,11.159
Taquarussu,3.730
Terenos,18.139
Três Lagoas,141.435
Vicentina,6.476
Acorizal,4.990
Água Boa,31.314
Alta Floresta,61.291
Alto Araguaia,17.657
Alto Boa Vista,5.875
Alto Garças,13.707
Alto Paraguai,7.717
Alto Taquari,11.571
Apiacás,8.692
Araguaiana,3.950
Araguainha,1.006
Araputanga,14.854
Arenápolis,10.747
Aripuanã,26.010
Barão de Melgaço,7.204
Barra do Bugres,29.576
Barra do Garças,72.694
Bom Jesus do Araguaia,7.731
Brasnorte,17.496
Cáceres,91.626
Campinápolis,15.713
Campo Novo do Parecis,50.033
Campo Verde,47.831
Campos de Júlio,9.608
Canabrava do Norte,4.480
Canarana,27.657
Carlinda,10.324
Castanheira,7.459
Chapada dos Guimarães,19.374
Cláudia,9.436
Cocalinho,6.428
Colíder,32.010
Colniza,26.090
Comodoro,18.461
Confresa,37.541
Conquista D'Oeste,3.874
Cotriguaçu,10.398
Cuiabá,682.932
Curvelândia,4.967
Denise,6.815
Diamantino,22.479
Dom Aquino,7.915
Feliz Natal,10.564
Figueirópolis D'Oeste,3.112
Gaúcha do Norte,9.181
General Carneiro,6.250
Glória D'Oeste,2.899
Guarantã do Norte,31.328
Guiratinga,10.532
Indiavaí,2.194
Ipiranga do Norte,8.409
Itanhangá,8.049
Itaúba,5.161
Itiquira,12.519
Jaciara,29.560
Jangada,7.447
Jauru,8.076
Juara,35.899
Juína,47.800
Juruena,10.149
Juscimeira,11.620
Lambari D'Oeste,4.724
Lucas do Rio Verde,92.256
Luciara,2.591
Vila Bela da Santíssima Trindade,17.384
Marcelândia,11.414
Matupá,21.415
Mirassol d'Oeste,27.511
Nobres,15.753
Nortelândia,5.935
Nossa Senhora do Livramento,11.658
Nova Bandeirantes,14.160
Nova Nazaré,4.467
Nova Lacerda,6.965
Nova Santa Helena,4.431
Nova Brasilândia,3.853
Nova Canaã do Norte,11.771
Nova Mutum,61.223
Nova Olímpia,16.314
Nova Ubiratã,12.108
Nova Xavantina,25.486
Novo Mundo,6.444
Novo Horizonte do Norte,3.307
Novo São Joaquim,7.160
Paranaíta,11.989
Paranatinga,28.228
Novo Santo Antônio,2.040
Pedra Preta,18.722
Peixoto de Azevedo,33.599
Planalto da Serra,3.287
Poconé,31.269
Pontal do Araguaia,7.299
Ponte Branca,2.076
Pontes e Lacerda,54.795
Porto Alegre do Norte,12.524
Porto dos Gaúchos,5.690
Porto Esperidião,10.167
Porto Estrela,3.181
Poxoréu,24.587
Primavera do Leste,92.927
Querência,29.820
São José dos Quatro Marcos,17.830
Reserva do Cabaçal,2.062
Ribeirão Cascalheira,10.431
Ribeirãozinho,2.697
Rio Branco,4.489
Santa Carmem,5.677
Santo Afonso,2.460
São José do Povo,2.780
São José do Rio Claro,14.662
São José do Xingu,6.168
São Pedro da Cipa,4.247
Rondolândia,3.527
Rondonópolis,259.167
Rosário Oeste,15.236
Santa Cruz do Xingu,2.834
Salto do Céu,3.679
Santa Rita do Trivelato,3.463
Santa Terezinha,7.720
Santo Antônio do Leste,4.212
Santo Antônio do Leverger,16.795
São Félix do Araguaia,14.332
Sapezal,31.499
Serra Nova Dourada,1.901
Sinop,216.029
Sorriso,120.985
Tabaporã,9.908
Tangará da Serra,112.547
Tapurah,15.272
Terra Nova do Norte,10.641
Tesouro,2.977
Torixoréu,4.230
União do Sul,3.897
Vale de São Domingos,2.907
Várzea Grande,314.627
Vera,13.389
Vila Rica,19.827
Nova Guarita,4.579
Nova Marilândia,3.678
Nova Maringá,5.775
Nova Monte Verde,8.451
Abadia de Goiás,21.165
Abadiânia,17.638
Acreúna,21.995
Adelândia,2.297
Água Fria de Goiás,4.991
Água Limpa,1.856
Águas Lindas de Goiás,240.613
Alexânia,28.009
Aloândia,1.984
Alto Horizonte,6.375
Alto Paraíso de Goiás,10.936
Alvorada do Norte,8.597
Amaralina,3.281
Americano do Brasil,5.281
Amorinópolis,2.952
Anápolis,415.847
Anhanguera,921
Anicuns,18.443
Aparecida de Goiânia,550.925
Aparecida do Rio Doce,3.012
Aporé,4.452
Araçu,3.842
Aragarças,18.604
Aragoiânia,12.554
Araguapaz,7.182
Arenópolis,2.930
Aruanã,8.515
Aurilândia,3.266
Avelinópolis,2.963
Baliza,3.335
Barro Alto,10.738
Bela Vista de Goiás,36.583
Bom Jardim de Goiás,7.824
Bom Jesus de Goiás,24.701
Bonfinópolis,10.828
Bonópolis,3.306
Brazabrantes,4.149
Britânia,5.788
Buriti Alegre,10.831
Buriti de Goiás,2.789
Buritinópolis,3.154
Cabeceiras,7.678
Cachoeira Alta,11.789
Cachoeira de Goiás,1.419
Cachoeira Dourada,7.801
Caçu,14.006
Caiapônia,16.655
Caldas Novas,104.788
Caldazinha,4.735
Campestre de Goiás,3.854
Campinaçu,3.758
Campinorte,12.879
Campo Alegre de Goiás,7.711
Campo Limpo de Goiás,8.449
Campos Belos,18.258
Campos Verdes,3.899
Carmo do Rio Verde,9.937
Castelândia,2.921
Catalão,120.789
Caturaí,5.318
Cavalcante,9.721
Ceres,22.484
Cezarina,8.265
Chapadão do Céu,13.897
Cidade Ocidental,98.963
Cocalzinho de Goiás,26.638
Colinas do Sul,4.153
Córrego do Ouro,2.456
Corumbá de Goiás,10.714
Corumbaíba,9.416
Cristalina,65.705
Cristianópolis,3.630
Crixás,17.445
Cromínia,3.977
Cumari,2.955
Damianópolis,3.884
Damolândia,2.755
Davinópolis,1.901
Diorama,2.023
Doverlândia,6.895
Edealina,4.087
Edéia,11.953
Estrela do Norte,3.224
Faina,7.164
Fazenda Nova,5.878
Firminópolis,10.365
Flores de Goiás,14.156
Formosa,120.478
Formoso,4.681
Gameleira de Goiás,3.542
Divinópolis de Goiás,4.440
Goianápolis,14.555
Goiandira,4.986
Goianésia,77.014
Goiânia,1.494.599
Goianira,78.754
Goiás,24.233
Goiatuba,36.777
Gouvelândia,4.356
Guapó,20.588
Guaraíta,2.185
Guarani de Goiás,4.106
Guarinos,2.165
Heitoraí,3.360
Hidrolândia,29.827
Hidrolina,3.514
Iaciara,10.430
Inaciolândia,6.061
Indiara,17.747
Inhumas,53.629
Ipameri,26.163
Ipiranga de Goiás,2.964
Iporá,36.983
Israelândia,2.540
Itaberaí,46.943
Itaguari,5.088
Itaguaru,4.880
Itajá,4.328
Itapaci,21.708
Itapirapuã,8.125
Itapuranga,26.574
Itarumã,6.142
Itauçu,7.701
Itumbiara,112.289
Ivolândia,2.729
Jandaia,6.360
Jaraguá,46.427
Jataí,110.404
Jaupaci,2.946
Jesúpolis,2.124
Joviânia,7.247
Jussara,19.901
Lagoa Santa,1.426
Leopoldo de Bulhões,9.035
Luziânia,218.872
Mairipotaba,2.618
Mambaí,8.405
Mara Rosa,10.815
Marzagão,2.893
Matrinchã,4.033
Maurilândia,10.239
Mimoso de Goiás,2.633
Minaçu,26.939
Mineiros,73.781
Moiporá,1.693
Monte Alegre de Goiás,6.613
Montes Claros de Goiás,8.972
Montividiu,12.957
Montividiu do Norte,3.770
Morrinhos,53.640
Morro Agudo de Goiás,2.499
Mossâmedes,4.655
Mozarlândia,15.109
Mundo Novo,6.223
Mutunópolis,3.562
Nazário,8.330
Nerópolis,33.706
Niquelândia,34.466
Nova América,2.375
Nova Aurora,2.130
Nova Crixás,13.095
Nova Glória,8.375
Nova Iguaçu de Goiás,3.072
Nova Roma,3.053
Nova Veneza,9.790
Novo Brasil,3.568
Novo Gama,107.092
Novo Planalto,3.723
Orizona,16.890
Ouro Verde de Goiás,4.108
Ouvidor,7.542
Padre Bernardo,36.692
Palestina de Goiás,3.132
Palmeiras de Goiás,33.749
Palmelo,2.273
Palminópolis,3.939
Panamá,2.449
Paranaiguara,7.470
Paraúna,10.749
Perolândia,3.000
Petrolina de Goiás,9.577
Pilar de Goiás,2.288
Piracanjuba,25.309
Piranhas,11.913
Pirenópolis,27.757
Pires do Rio,33.494
Planaltina,110.619
Pontalina,18.685
Porangatu,45.400
Porteirão,4.225
Portelândia,3.234
Posse,36.060
Professor Jamil,3.732
Quirinópolis,49.986
Rialma,12.551
Rianápolis,3.938
Rio Quente,3.994
Rio Verde,238.025
Rubiataba,20.132
Sanclerlândia,8.063
Santa Bárbara de Goiás,6.280
Santa Cruz de Goiás,3.016
Santa Fé de Goiás,5.036
Santa Helena de Goiás,39.481
Santa Isabel,3.556
Santa Rita do Araguaia,5.842
Santa Rita do Novo Destino,2.648
Santa Rosa de Goiás,2.837
Santa Tereza de Goiás,3.225
Santa Terezinha de Goiás,10.818
Santo Antônio da Barra,4.293
Santo Antônio de Goiás,7.873
Santo Antônio do Descoberto,74.614
São Domingos,9.581
São Francisco de Goiás,6.491
São João d'Aliança,14.757
São João da Paraúna,1.807
São Luís de Montes Belos,35.031
São Luiz do Norte,4.926
São Miguel do Araguaia,22.079
São Miguel do Passa Quatro,4.621
São Patrício,2.190
São Simão,17.194
Senador Canedo,169.849
Serranópolis,8.201
Silvânia,22.939
Simolândia,5.693
Sítio d'Abadia,2.973
Taquaral de Goiás,4.146
Teresina de Goiás,2.685
Terezópolis de Goiás,8.243
Três Ranchos,2.970
Trindade,150.858
Trombas,3.106
Turvânia,4.478
Turvelândia,5.130
Uirapuru,2.809
Uruaçu,44.150
Uruana,13.871
Urutaí,3.667
Valparaíso de Goiás,213.506
Varjão,3.768
Vianópolis,15.476
Vicentinópolis,9.077
Vila Boa,4.185
Vila Propício,5.982
Brasília,2.982.818
